0,0,241,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0
0,0,0,238,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0
0,0,0,109,228,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0
109,66,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0
132,116,120,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194
0,0,0,0,0,237,232,0,0,0,0,0,0,169,0,0,0,0,0,0,0
0,0,0,0,0,218,188,0,0,0,0,0,0,0,0,0,0,169,0,0,0
0,0,0,0,0,0,0,243,0,0,0,0,0,0,169,0,0,0,0,0,0
0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,169,0,0,0,0,0
0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,169,0,0,0,0
