0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194
0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0
0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,230,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0
0,0,0,237,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0
0,0,0,0,0,0,224,0,0,0,0,0,0,169,0,0,0,0,0,0
0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,169,0,0,0,0
13,111,0,77,0,90,125,81,0,0,0,0,0,0,0,0,0,196,0,0
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0
0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0
