0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0
0,0,0,0,0,0,247,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,246,0,0,0,169,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194
0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0
0,76,133,0,155,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0
0,0,0,0,162,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0
0,100,128,151,67,151,96,47,0,56,0,0,0,0,0,0,0,196,0,0,0,0,0
0,72,102,142,30,154,66,18,0,36,0,0,0,0,0,0,0,0,196,0,0,0,0
151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0
0,0,0,0,0,0,0,0,0,0,228,0,0,0,169,0,0,0,0,0,0,0,0
