152,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0
154,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0
0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0
0,0,250,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0
0,0,0,0,0,236,0,97,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,122,0,164,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0
41,0,127,0,0,146,159,147,148,107,105,24,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0
0,0,0,0,0,190,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194
0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0
0,0,45,0,0,104,137,133,150,149,160,130,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0
0,0,0,0,0,0,0,0,0,0,107,216,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0
75,87,106,75,41,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0
0,143,92,146,134,59,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0
0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0
