0,0,253,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0
0,0,0,241,222,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0
0,0,0,222,229,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,236,154,0,0,0,0,0,169,0,0,0,0,0,0,0,0
0,0,0,0,0,0,149,242,197,0,0,0,0,0,169,0,0,0,0,0,0,0
0,0,0,0,0,0,0,222,246,0,0,0,0,0,0,169,0,0,0,0,0,0
0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0
142,111,133,73,61,12,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0
0,0,13,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0
0,0,129,165,158,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0
0,0,0,0,0,0,155,105,65,0,0,0,0,0,0,0,0,0,0,0,0,194
0,0,0,0,0,124,0,0,0,233,0,0,0,0,0,0,0,169,0,0,0,0
