0,0,0,214,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,244,180,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,143,241,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,244,108,134,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,113,0,0,183,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,162,233,239,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0
0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0
0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0
87,21,98,113,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0
137,0,148,70,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194
47,0,127,20,151,34,33,0,94,56,59,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0
22,0,113,76,123,92,91,54,122,100,102,15,0,0,0,0,0,0,0,0,0,0,0,0,196,0
0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,169,0,0,0,0,0,0
