0,0,0,252,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,116,108,0,0,0,0,169,0,0,0,0,0,0,0
0,0,0,0,0,0,0,238,227,0,0,0,0,0,0,169,0,0,0,0,0,0
0,0,0,0,0,0,0,236,220,0,0,0,0,0,0,0,169,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0
0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,169,0,0,0
75,123,136,148,32,0,124,102,104,79,60,0,0,0,0,0,0,0,0,0,196,0
0,70,115,57,0,0,82,101,115,123,49,0,0,0,0,0,0,0,0,0,0,196
136,30,0,128,137,0,53,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0
