0,228,224,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0
0,0,0,241,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0
0,0,0,179,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0
0,0,0,0,109,0,229,161,0,0,0,0,169,0,0,0,0,0,0,0
0,0,0,0,232,0,0,194,0,0,0,0,0,169,0,0,0,0,0,0
0,0,0,0,237,0,0,239,0,0,0,0,0,0,0,169,0,0,0,0
0,0,0,0,0,240,0,0,0,0,0,0,0,0,169,0,0,0,0,0
0,79,82,105,121,67,133,114,46,0,0,0,0,0,0,0,0,0,196,0
0,0,0,128,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,194
68,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0
0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,169,0,0,0
