0,253,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0
0,0,241,223,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0
0,0,221,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0
0,0,0,0,0,236,154,0,0,0,0,0,169,0,0,0,0,0,0,0,0
0,0,0,0,0,159,242,190,0,0,0,0,0,169,0,0,0,0,0,0,0
0,0,0,0,0,0,214,245,0,0,0,0,0,0,169,0,0,0,0,0,0
0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0
0,13,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0
0,129,165,158,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0
0,0,0,0,0,155,105,65,0,0,0,0,0,0,0,0,0,0,0,0,194
0,0,0,0,124,0,0,0,233,0,0,0,0,0,0,0,169,0,0,0,0
