0,228,224,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0
0,0,0,241,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0
0,0,0,179,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0
0,0,0,0,109,0,229,161,0,0,0,0,169,0,0,0,0,0,0,0
0,0,0,0,244,0,0,212,0,0,0,0,0,169,0,0,0,0,0,0
0,0,0,0,234,0,0,231,0,0,0,0,0,0,0,169,0,0,0,0
0,0,0,0,0,240,0,0,0,0,0,0,0,0,169,0,0,0,0,0
0,79,82,105,121,67,133,114,46,0,0,0,0,0,0,0,0,0,196,0
0,0,0,128,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,194
68,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0
0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,169,0,0,0
