0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0
0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,239,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0
0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0
0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0
0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,237,0,0,0,0,0,0,169,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0
25,0,0,156,60,0,0,85,0,0,0,0,0,0,0,0,196,0,0,0,0
0,0,0,0,85,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,194
118,0,0,143,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0
