0,0,0,254,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,240,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0
0,0,0,145,160,109,149,88,115,74,19,0,0,0,0,0,0,0,0,0,0,0,196,0
0,0,0,0,189,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,169,0,0,0,0,0,0,0
0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0
76,91,131,139,74,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0
74,90,103,134,73,37,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0
0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194
0,0,0,0,0,147,0,242,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0
0,0,0,0,0,238,0,209,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,169,0,0,0,0,0,0
