0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,126,0,0,232,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,188,230,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0
23,35,0,29,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0
13,32,0,32,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194
0,28,0,82,13,141,139,0,133,111,0,0,66,58,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0
0,76,151,111,157,64,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0
15,85,152,121,160,80,29,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0
