0,228,224,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0
0,0,0,241,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0
0,0,0,179,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0
0,0,0,0,104,0,230,159,0,0,0,0,169,0,0,0,0,0,0,0
0,0,0,0,243,0,0,209,0,0,0,0,0,169,0,0,0,0,0,0
0,0,0,0,233,0,0,229,0,0,0,0,0,0,0,169,0,0,0,0
0,0,0,0,0,240,0,0,0,0,0,0,0,0,169,0,0,0,0,0
0,79,82,105,121,67,133,114,46,0,0,0,0,0,0,0,0,0,196,0
0,0,0,128,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,194
68,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0
0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,169,0,0,0
