0,0,0,252,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0
0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0
0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,169,0,0,0
75,123,136,148,32,0,0,0,104,79,60,0,0,0,0,0,0,0,0,0,196,0
0,70,115,57,0,0,0,0,115,123,49,0,0,0,0,0,0,0,0,0,0,196
136,30,0,128,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0
