0,0,0,216,0,242,0,129,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0
0,0,0,245,0,193,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,245,0,0,141,0,0,0,169,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,236,233,0,0,0,0,169,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,229,212,0,0,0,0,0,169,0,0,0,0,0,0,0
0,0,0,0,0,174,0,248,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0
0,0,0,0,0,0,0,108,0,0,218,0,0,0,0,0,0,169,0,0,0,0,0
0,0,0,98,111,136,0,175,114,96,175,0,0,0,0,0,0,0,0,0,0,0,194
0,0,87,0,0,0,125,0,55,71,0,0,0,0,0,0,0,0,0,0,0,194,0
86,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0
0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0
71,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0
