0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,237,242,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,244,241,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0
138,106,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0
146,105,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0
0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0
0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0
0,0,14,0,160,0,44,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0
150,89,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0
0,0,0,0,0,0,0,0,0,161,223,0,0,0,0,0,0,169,0,0,0,0,0,0,0
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194
