0,0,0,245,204,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0
0,0,0,224,238,0,108,0,0,0,0,169,0,0,0,0,0,0,0,0,0
0,0,0,0,0,245,0,0,141,0,0,0,169,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,236,234,0,0,0,0,169,0,0,0,0,0,0,0
0,0,0,0,0,0,0,232,215,0,0,0,0,0,169,0,0,0,0,0,0
0,0,0,0,174,0,248,0,0,0,0,0,0,0,0,169,0,0,0,0,0
0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,169,0,0,0,0
0,0,87,0,0,125,0,55,71,0,0,0,0,0,0,0,0,0,0,0,194
86,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0
0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0
71,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0
