0,0,253,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0
0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,169,0,0,0,0,0,0
0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0
0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0
0,0,129,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0
0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,194
0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0
