0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0
0,244,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,239,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0
0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,167,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0
0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,107,0,237,0,0,0,0,0,169,0,0,0,0,0,0,0
0,0,0,0,0,227,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0
0,0,0,0,0,0,233,0,0,0,0,0,169,0,0,0,0,0,0,0,0
25,0,0,156,60,122,0,85,0,0,0,0,0,0,0,0,196,0,0,0,0
0,0,0,0,85,161,0,112,0,0,0,0,0,0,0,0,0,0,0,0,194
118,0,0,143,0,30,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0
