0,0,254,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0
0,0,0,0,217,231,0,0,132,0,0,0,0,169,0,0,0,0,0,0,0,0
0,0,0,0,215,238,0,0,151,0,0,0,0,0,169,0,0,0,0,0,0,0
0,0,0,0,0,0,175,240,0,229,0,0,0,0,0,169,0,0,0,0,0,0
0,0,0,0,174,145,237,193,0,193,214,0,0,0,0,0,169,0,0,0,0,0
0,0,0,0,0,0,215,0,0,0,242,0,0,0,0,0,0,169,0,0,0,0
0,0,0,0,0,0,0,0,122,0,131,241,0,0,0,0,0,0,0,169,0,0
0,0,0,0,0,182,0,0,240,0,0,196,0,0,0,0,0,0,169,0,0,0
198,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0
0,91,131,105,158,175,102,0,183,0,109,149,0,0,0,0,0,0,0,0,0,194
