0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0
0,0,244,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0
0,0,183,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0
0,0,0,106,222,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0
0,0,0,227,116,239,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0
0,0,0,0,160,233,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0
0,0,0,0,0,0,224,0,0,0,0,0,0,169,0,0,0,0,0,0,0
0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,169,0,0,0,0,0
13,111,143,77,46,90,125,81,0,0,0,0,0,0,0,0,0,196,0,0,0
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0
13,161,68,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0
0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194
