0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0
0,0,0,238,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0
0,0,0,109,228,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0
109,66,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0
132,116,120,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194
0,0,0,0,0,234,203,0,0,0,0,0,0,169,0,0,0,0,0,0,0
0,0,0,0,0,221,223,0,0,0,0,0,0,0,0,0,0,169,0,0,0
0,0,0,0,0,0,0,243,0,0,0,0,0,0,169,0,0,0,0,0,0
0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,169,0,0,0,0,0
0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,169,0,0,0,0
