0,254,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196
0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,247,193,0,0,0,164,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0
0,0,135,113,0,102,0,244,0,147,0,0,0,0,0,169,0,0,0,0,0,0,0
0,0,0,0,0,0,247,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0
0,0,0,187,0,0,196,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,171,0,216,0,0,0,0,0,0,169,0,0,0,0,0,0
97,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0
137,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0
125,55,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0
133,92,39,45,0,0,52,0,26,0,0,0,0,0,0,0,0,0,0,0,196,0,0
65,18,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0
